year,Base case cost,Modeled wind power
2019,3593559.34921,3884346.01012
2020,3810188.15868,4053864.07323
2021,3955745.30045,4162180.99259
2022,4067763.78389,4243029.69721
2023,4135654.98916,4285812.56442
2024,4202596.02718,4328011.61944
2025,4283303.14396,4382439.09227
2026,4358594.72239,4431800.41155
2027,4428527.10902,4476143.73439
2028,4480058.60732,4504314.79743
2029,4561041.39033,4560367.10508
2030,4612259.64297,4590763.50575
2031,4699308.45863,4651614.49406
2032,4790427.59561,4716838.84613
2033,4877904.31992,4778716.72506
2034,4968672.36581,4844174.92993
2035,5003624.30079,4859785.54522
2036,5103601.11817,4933114.93673
2037,5152805.39101,4963522.66124
2038,5257441.85629,5042043.70396
