year,Base case diesel consumed,Modeled residential ashp
2017,170911.851948,-953479.720502
2018,170703.013079,-953688.559371
2019,169449.979862,-954941.592588
2020,168614.624385,-955776.948066
2021,168405.785515,-955985.786935
2022,168614.624385,-955776.948066
2023,168405.785515,-955985.786935
2024,168405.785515,-955985.786935
2025,168196.946646,-956194.625804
2026,167361.591168,-957029.981282
2027,165899.719082,-958491.853368
2028,164020.169257,-960371.403193
2029,164020.169257,-960371.403193
2030,163602.491519,-960789.080932
2031,162767.136041,-961624.436409
