year,Base case cost,Modeled transmission and interties
2021,9102094.60744,
2022,9356933.74832,
2023,9512367.53092,
2024,9668157.0891,
2025,9853644.91,
2026,10028842.9259,
2027,10193627.9305,
2028,10317104.2062,
2029,10503757.642,
2030,10622683.5896,
2031,10825533.8126,
2032,11036565.4895,
2033,11240309.9966,
2034,11450624.585,
2035,11536979.7628,
2036,11769831.4191,
2037,11884687.4048,
2038,12126858.4432,
2039,12252409.8457,
2040,12507690.5913,
