year,Base case cost,Modeled transmission and interties
2021,2122330.10035,
2022,2193905.81918,
2023,2243711.51722,
2024,2279230.83838,
2025,2328967.80763,
2026,2386128.90309,
2027,2436027.42041,
2028,2471200.972,
2029,2529006.84269,
2030,2564883.97868,
2031,2622169.77792,
2032,2686391.51642,
2033,2742817.14299,
2034,2806676.10685,
2035,2848847.24104,
2036,2913185.18079,
2037,2956159.80411,
2038,3020457.35684,
2039,3070314.7786,
2040,3148666.30569,
