year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,234238.43,9407.56,284681.09,195299.23
2018,236131.34,9417.49,284681.09,197784.34
2019,235001.67,9427.58,284681.09,201512.01
2020,234851.82,9437.42,284681.09,203997.12
2021,234988.29,9446.87,284681.09,206482.24
2022,234629.94,9456.17,284681.09,210209.9
2023,234528.69,9465.68,284681.09,212695.01
2024,234443.65,9474.95,284681.09,215180.13
2025,234262.1,9484.18,284681.09,218907.79
2026,234139.49,9493.53,284681.09,221392.91
2027,233941.76,9502.65,284681.09,223878.02
2028,233797.13,9511.61,284681.09,226363.13
2029,233664.8,9522.7,284681.09,230090.8
2030,233461.24,9533.33,284681.09,233818.46
2031,233323.73,9543.3,284681.09,236303.57
2032,233188.6,,,238788.69
2033,233052.53,,,241273.8
2034,232916.3,,,243758.91
2035,232780.49,,,246244.02
2036,232644.45,,,248729.13
