year,Base case cost,Modeled diesel efficiency
2019,611004.336779,877344.313543
2020,645842.512153,901471.183027
2021,672066.502141,917943.792052
2022,689812.014007,926881.366704
2023,701240.789737,930245.079966
2024,712708.6899,933809.034689
2025,723869.893648,937254.988776
2026,739880.787641,945266.797375
2027,753292.460449,951069.042056
2028,762178.634371,952906.966775
2029,775767.141124,959165.999291
2030,784429.767528,961089.790544
2031,800300.40664,969705.804726
2032,816160.106361,978448.089041
2033,831997.548082,987303.161216
2034,847815.329053,996270.264765
2035,858959.999547,1001115.94613
2036,874743.130636,1010302.29665
2037,883532.001158,1013251.21172
2038,901605.152869,1024758.53008
