year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,284681.094904,210664.010229
2018,284681.094904,210664.010229
2019,284681.094904,210664.010229
2020,284681.094904,210664.010229
2021,284681.094904,210664.010229
2022,284681.094904,210664.010229
2023,284681.094904,210664.010229
2024,284681.094904,210664.010229
2025,284681.094904,210664.010229
2026,284681.094904,210664.010229
2027,284681.094904,210664.010229
2028,284681.094904,210664.010229
2029,284681.094904,210664.010229
2030,284681.094904,210664.010229
2031,284681.094904,210664.010229
