year,Base case cost,Modeled residential energy efficiency
2017,1475104.6561,1465881.24308
2018,1560843.94309,1530703.74069
2019,1683501.5935,1627137.90645
2020,1746168.41619,1674638.86084
2021,1797743.25337,1713615.01791
2022,1850399.50599,1755630.22761
2023,1884901.47955,1781445.53786
2024,1919725.59041,1807715.53824
2025,1964626.59413,1844191.87761
2026,2006591.2773,1876645.8783
2027,2045766.85724,1907040.44039
2028,2078784.38356,1932609.93532
2029,2128793.87899,1974076.69953
2030,2172645.32081,2010712.81177
2031,2216832.75125,2045978.54372
2032,2261471.1739,2081804.91303
2033,2306560.58874,2118189.34985
2034,2352100.99578,2155129.34461
2035,2391032.35702,2186774.8389
2036,2437410.32101,2224754.22727
