year,Base case diesel consumed,Modeled diesel efficiency
2019,235001.667992,213637.879993
2020,234851.822601,213501.65691
2021,234988.287462,213625.715874
2022,234629.936737,213299.942488
2023,234528.69222,213207.902018
2024,234443.647994,213130.589085
2025,234262.101504,212965.546822
2026,234139.48976,212854.0816
2027,233941.757903,212674.325367
2028,233797.127108,212542.842825
2029,233664.801543,212422.546858
2030,233461.240336,212237.491214
2031,233323.733714,212112.485195
2032,233188.601818,211989.638016
2033,233052.534477,211865.940433
2034,232916.29919,211742.090173
2035,232780.487682,211618.625166
2036,232644.449637,211494.954216
2037,232508.421357,211371.292143
2038,232372.46208,211247.6928
