year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,124229.423374,92053.0532969
2018,124229.423374,92053.0532969
2019,124229.423374,92053.0532969
2020,124229.423374,92053.0532969
2021,124229.423374,92053.0532969
2022,124229.423374,92053.0532969
2023,124229.423374,92053.0532969
2024,124229.423374,92053.0532969
2025,124229.423374,92053.0532969
2026,124229.423374,92053.0532969
2027,124229.423374,92053.0532969
2028,124229.423374,92053.0532969
2029,124229.423374,92053.0532969
2030,124229.423374,92053.0532969
2031,124229.423374,92053.0532969
