year,Base case cost,Modeled non-residential energy efficiency
2017,833420.246866,911817.572604
2018,884162.002114,955049.974828
2019,954838.018352,1016685.2292
2020,989269.923698,1045083.97662
2021,1011016.39023,1061898.81901
2022,1029138.44568,1075456.59803
2023,1040011.67895,1082424.11944
2024,1050884.91221,1089462.58218
2025,1061758.14548,1096570.32359
2026,1076255.78984,1107077.17074
2027,1088941.22865,1115984.36176
2028,1098002.25637,1121624.6228
2029,1112499.90073,1132325.06856
2030,1119748.72291,1136424.1446
2031,1134246.36726,1147246.21185
