year,Base case cost,Modeled diesel efficiency
2019,285020.200011,465616.63666
2020,304870.244867,478822.115636
2021,318670.194536,486640.94597
2022,330759.59768,493015.513196
2023,338360.742486,495418.028358
2024,346582.923554,498490.769178
2025,356302.218089,503027.693423
2026,366958.460631,508517.141672
2027,377046.062031,513588.035076
2028,385559.498317,517323.954941
2029,396573.260493,523426.731929
2030,403970.988956,526333.839966
2031,415520.260067,533104.564373
2032,427524.906401,540376.655618
2033,440063.520637,548219.513421
2034,454025.278761,557439.479394
2035,464381.019886,563462.635767
2036,476986.669053,571610.64325
2037,487234.537875,577692.831419
2038,500465.846402,586563.035682
