year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,897143
2004,,0,0,0,0,0,906539
2005,,0,0,0,0,0,1117234
2006,,0,0,0,0,0,1026299
2007,,0,0,0,0,0,1158294
2008,,0,0,0,0,0,1091263
2009,,0,0,0,0,0,1061523
2010,,0,0,0,0,0,1109799
2011,,0,0,0,0,0,1059510
2012,,0,0,0,0,0,1208747
2013,,0,0,0,0,0,1176879
2014,start of forecast,0,0,0,0,0,1141000
2015,,0,0,0,0,0,1157000
2016,,0,0,0,0,0,1167000
2017,,0,0,0,0,0,1177000
2018,,0,0,0,0,0,1187000
2019,,0,0,0,0,0,1201000
2020,,0,0,0,0,0,1210000
2021,,0,0,0,0,0,1220000
2022,,0,0,0,0,0,1230000
2023,,0,0,0,0,0,1237000
2024,,0,0,0,0,0,1246000
2025,,0,0,0,0,0,1260000
2026,,0,0,0,0,0,1270000
2027,,0,0,0,0,0,1281000
2028,,0,0,0,0,0,1293000
2029,,0,0,0,0,0,1303000
2030,,0,0,0,0,0,1314000
2031,,0,0,0,0,0,1325000
2032,,0,0,0,0,0,1337000
2033,,0,0,0,0,0,1347000
2034,,0,0,0,0,0,1364000
2035,,0,0,0,0,0,1376000
2036,,0,0,0,0,0,1388000
2037,,0,0,0,0,0,1399000
2038,,0,0,0,0,0,1412000
2039,,0,0,0,0,0,1428000
2040,,0,0,0,0,0,1446000
