year,Base case cost,Modeled residential energy efficiency
2017,700679.256673,668014.30964
2018,756047.978051,711553.632806
2019,820238.658163,760555.473189
2020,856637.966426,788076.649384
2021,883367.397486,808181.060073
2022,907505.976743,826386.134479
2023,925968.989097,840229.565098
2024,944617.200188,854322.591574
2025,973215.073279,878428.167893
2026,995441.862767,895600.084281
2027,1016342.3599,911817.677911
2028,1044354.73558,935829.709187
2029,1067384.05293,953979.892917
2030,1084120.47425,967141.016706
2031,1107581.92198,985833.732932
2032,1141795.55957,1015331.90707
2033,1167571.02626,1036131.9348
2034,1202679.79108,1066628.05615
2035,1223905.35125,1083914.57283
2036,1259816.64393,1115311.27879
