year,Base case diesel consumed,Modeled residential ashp
2017,3960.99129101,-10072.6589342
2018,3960.99129101,-10072.6589342
2019,3960.99129101,-10072.6589342
2020,3960.99129101,-10072.6589342
2021,3753.3600783,-10280.2901469
2022,3753.3600783,-10280.2901469
2023,3753.3600783,-10280.2901469
2024,3545.7288656,-10487.9213596
2025,3545.7288656,-10487.9213596
2026,3338.0976529,-10695.5525723
2027,3338.0976529,-10695.5525723
2028,3130.4664402,-10903.183785
2029,2922.8352275,-11110.8149977
2030,2922.8352275,-11110.8149977
2031,2715.2040148,-11318.4462104
