year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,43605.69,481872.79,290360.16,49463.85,242627.81,135909.37
2018,46191.04,510220.77,313573.45,52119.9,255455.34,145744.69
2019,49841.84,550298.95,344641.16,55865.51,273590.81,158929.53
2020,51458.92,567894.25,362768.98,57538.59,281552.72,166475.25
2021,52634.14,580601.96,378247.48,58761.52,287303.0,172855.51
2022,53544.4,590377.13,392153.78,59714.69,291726.28,178542.93
2023,54189.18,597219.75,404376.05,60397.1,294822.58,183496.2
2024,54746.01,603084.85,416115.68,60990.32,297476.55,188233.82
2025,55303.21,608949.95,428004.41,61584.18,300130.53,193026.5
2026,56038.4,616770.08,441405.16,62360.36,303669.15,198452.38
2027,56684.79,623612.69,454310.83,63045.65,306765.45,203658.01
2028,57242.34,629477.79,458474.13,63639.99,309419.43,205419.95
2029,57892.29,636320.41,471628.32,64332.22,312515.73,210717.36
2030,58363.81,641207.99,483519.0,64841.17,314727.37,215473.33
2031,59101.46,649028.13,497727.41,65621.82,318266.0,221197.45
2032,,,512878.21,,,227307.0
2033,,,527496.67,,,233182.54
2034,,,543082.37,,,239452.68
2035,,,546924.55,,,241058.62
2036,,,562796.03,,,247434.29
