year,Base case cost,Modeled diesel efficiency
2019,215026.370586,401188.349514
2020,228773.179692,408864.124542
2021,239247.703743,413678.094757
2022,247765.280502,416823.373333
2023,254284.614482,418259.832567
2024,260166.927324,419222.420912
2025,266104.300816,420337.837108
2026,273517.605638,422895.373032
2027,280289.300934,424967.639253
2028,286405.621541,426539.824823
2029,293301.2033,428913.900878
2030,299116.984523,430397.62059
2031,306551.70182,433442.241453
2032,315111.338798,437596.568468
2033,322345.696505,440631.107708
2034,330712.621207,444778.272466
2035,336153.684112,446346.636214
2036,344642.965815,450765.281169
2037,351286.95099,453583.70143
2038,359909.295932,458276.136033
