year,Base case diesel consumed,Modeled diesel efficiency
2019,67831.6626455,61665.1478596
2020,68290.5014007,62082.2740007
2021,68749.3401559,62499.4001418
2022,69208.1789111,62916.5262829
2023,69667.0176664,63333.652424
2024,70125.8564216,63750.7785651
2025,70584.6951768,64167.9047062
2026,71043.533932,64585.0308473
2027,71502.3726872,65002.1569884
2028,71961.2114424,65419.2831295
2029,72420.0501976,65836.4092706
2030,72955.3620787,66323.0564352
2031,73337.7277081,66670.6615528
2032,73796.5664633,67087.7876939
2033,74102.4589667,67365.8717879
2034,74484.8245961,67713.4769055
2035,74867.1902254,68061.0820231
2036,75249.5558548,68408.6871407
2037,75708.39461,68825.8132818
2038,76090.7602393,69173.4183994
