year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,66913.99,8845.76,97751.66,56962.68
2018,67372.82,8849.6,97751.66,58205.24
2019,67831.66,8853.59,97751.66,59447.79
2020,68290.5,8857.63,97751.66,60690.35
2021,68749.34,8861.62,97751.66,61932.91
2022,69208.18,8865.61,97751.66,63175.46
2023,69667.02,8869.57,97751.66,64418.02
2024,70125.86,8873.57,97751.66,65660.57
2025,70584.7,8877.54,97751.66,66903.13
2026,71043.53,8881.5,97751.66,68145.68
2027,71502.37,8885.37,97751.66,69388.24
2028,71961.21,8889.17,97751.66,69388.24
2029,72420.05,8893.42,97751.66,70630.8
2030,72955.36,8897.52,97751.66,71873.35
2031,73337.73,8901.41,97751.66,73115.91
2032,73796.57,,,74358.46
2033,74102.46,,,75601.02
2034,74484.82,,,76843.57
2035,74867.19,,,76843.57
2036,75249.56,,,78086.13
