year,Base case diesel consumed,Modeled non-residential ashp
2017,97751.6605301,68426.1624004
2018,97751.6605301,68426.1624004
2019,97751.6605301,68426.1624004
2020,97751.6605301,68426.1624004
2021,97751.6605301,68426.1624004
2022,97751.6605301,68426.1624004
2023,97751.6605301,68426.1624004
2024,97751.6605301,68426.1624004
2025,97751.6605301,68426.1624004
2026,97751.6605301,68426.1624004
2027,97751.6605301,68426.1624004
2028,97751.6605301,68426.1624004
2029,97751.6605301,68426.1624004
2030,97751.6605301,68426.1624004
2031,97751.6605301,68426.1624004
