year,Base case diesel consumed,Modeled residential ashp
2017,61464.427362,4501.74564533
2018,62805.1820287,5842.500312
2019,64145.9366953,7183.25497866
2020,65486.691362,8524.00964532
2021,66827.4460287,9864.76431199
2022,68168.2006953,11205.5189787
2023,69508.955362,12546.2736453
2024,70849.7100287,13887.028312
2025,72190.4646953,15227.7829786
2026,73531.219362,16568.5376453
2027,74871.9740286,17909.292312
2028,74871.9740286,17909.292312
2029,76212.7286953,19250.0469786
2030,77553.483362,20590.8016453
2031,78894.2380286,21931.556312
