year,Base case cost,Modeled residential energy efficiency
2017,4333399.67179,4214157.75342
2018,4610380.32114,4415819.85538
2019,4996030.97203,4702811.68455
2020,5179916.71027,4831761.97857
2021,5299495.49613,4910530.7608
2022,5383221.45326,4959673.97768
2023,5447494.39106,4995584.19243
2024,5485058.37611,5009025.70422
2025,5540281.91783,5036469.35543
2026,5604021.14023,5070737.21056
2027,5658302.38898,5097794.40214
2028,5694295.88577,5110777.40412
2029,5765571.12464,5153385.98048
2030,5801041.82653,5168336.53678
2031,5871554.91534,5208715.80098
