year,Base case diesel consumed,Modeled non-residential ashp
2017,106337.61042,-124819.048474
2018,106337.61042,-124819.048474
2019,106337.61042,-124819.048474
2020,106337.61042,-124819.048474
2021,106337.61042,-124819.048474
2022,106337.61042,-124819.048474
2023,106337.61042,-124819.048474
2024,106337.61042,-124819.048474
2025,106337.61042,-124819.048474
2026,106337.61042,-124819.048474
2027,106337.61042,-124819.048474
2028,106337.61042,-124819.048474
2029,106337.61042,-124819.048474
2030,106337.61042,-124819.048474
2031,106337.61042,-124819.048474
