year,Base case cost,Modeled non-residential energy efficiency
2017,3357878.34597,3799326.35799
2018,3609942.20709,4029599.55637
2019,3959579.17574,4356547.41518
2020,4130332.11391,4507467.40667
2021,4244167.40603,4602655.17241
2022,4333609.42127,4674182.55947
2023,4398658.15962,4722040.17677
2024,4447444.71338,4754239.21689
2025,4512493.45174,4802852.18809
2026,4585673.28238,4859849.97801
2027,4650722.02074,4909183.31199
2028,4699508.5745,4942823.48177
2029,4772688.40515,5000864.1731
2030,4813343.86662,5027154.86687
2031,4894654.78956,5093871.08984
