year,Base case diesel consumed,Modeled residential ashp
2017,196425.616906,-683585.71623
2018,196117.132603,-683894.200533
2019,195808.648299,-684202.684837
2020,195500.163996,-684511.16914
2021,195191.679692,-684819.653444
2022,194574.711085,-685436.62205
2023,194266.226782,-685745.106354
2024,193649.258175,-686362.074961
2025,193032.289568,-686979.043568
2026,192415.320961,-687596.012175
2027,191798.352354,-688212.980781
2028,191181.383747,-688829.949388
2029,190872.899444,-689138.433692
2030,190564.415141,-689446.917995
2031,189947.446534,-690063.886602
