year,Base case cost,Modeled water and wastewater efficiency
2017,79453.5910233,
2018,82178.9550534,
2019,85971.7165209,
2020,87796.5607066,
2021,88983.8222308,
2022,89903.6773424,
2023,90549.1253641,
2024,91012.9258876,
2025,91643.0675308,
2026,92354.4070024,
2027,92966.7178559,
2028,93399.8592863,
2029,94155.629947,
2030,94546.5032928,
2031,95368.5116776,
