year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,7123.84975776,5271.64882075
2018,7123.84975776,5271.64882075
2019,7123.84975776,5271.64882075
2020,7123.84975776,5271.64882075
2021,7123.84975776,5271.64882075
2022,7123.84975776,5271.64882075
2023,7123.84975776,5271.64882075
2024,7123.84975776,5271.64882075
2025,7123.84975776,5271.64882075
2026,7123.84975776,5271.64882075
2027,7123.84975776,5271.64882075
2028,7123.84975776,5271.64882075
2029,7123.84975776,5271.64882075
2030,7123.84975776,5271.64882075
2031,7123.84975776,5271.64882075
