year,Base case cost,Modeled non-residential energy efficiency
2017,41254.900417,40659.9654809
2018,43827.7804443,42951.6724056
2019,47353.5790002,46136.3916011
2020,49164.1242046,47720.9979153
2021,50307.626439,48684.8488816
2022,51260.5449676,49473.0755616
2023,51832.2960848,49907.5445336
2024,52404.0472019,50344.3516053
2025,52975.7983191,50783.441977
2026,53738.133142,51402.8380947
2027,54405.176112,51935.3737573
2028,54976.9272292,52380.9979287
2029,55643.9701992,52917.7367294
2030,56120.4294636,53278.4275478
2031,56882.7642865,53908.2127543
