year,Base case diesel consumed,Modeled non-residential ashp
2017,7123.84975776,4986.6948283
2018,7123.84975776,4986.6948283
2019,7123.84975776,4986.6948283
2020,7123.84975776,4986.6948283
2021,7123.84975776,4986.6948283
2022,7123.84975776,4986.6948283
2023,7123.84975776,4986.6948283
2024,7123.84975776,4986.6948283
2025,7123.84975776,4986.6948283
2026,7123.84975776,4986.6948283
2027,7123.84975776,4986.6948283
2028,7123.84975776,4986.6948283
2029,7123.84975776,4986.6948283
2030,7123.84975776,4986.6948283
2031,7123.84975776,4986.6948283
