year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,20534.93,122693.66,,20719.97,71957.19
2018,,22458.37,126109.4,,21369.41,72775.01
2019,,25094.19,137879.81,,22259.39,77688.33
2020,,26447.72,137588.24,,22716.4,77002.94
2021,,27302.58,141237.62,,23005.04,78532.71
2022,,28014.97,137634.83,,23245.58,76482.2
2023,,28442.4,139375.5,,23389.9,77215.22
2024,,28869.83,134304.17,,23534.22,74559.18
2025,,29297.26,135960.81,,23678.54,75260.32
2026,,29867.17,131161.62,,23870.96,72731.77
2027,,30365.84,132996.33,,24039.34,73512.59
2028,,30793.27,127378.84,,24183.66,70649.39
2029,,31291.94,121827.39,,24352.03,67823.38
2030,,31648.13,122997.86,,24472.3,68327.99
2031,,32218.04,117400.42,,24664.72,65496.67
2032,,,119161.13,,,66261.55
2033,,,113433.67,,,63393.05
2034,,,115288.44,,,64205.74
2035,,,108606.62,,,60938.85
2036,,,110335.35,,,61703.74
