year,Base case cost,Modeled biomass for heat (cordwood)
2017,20535.3603979,21588.7385425
2018,22458.8403979,23010.998489
2019,25094.7203979,24960.0213787
2020,26448.2803979,25960.8709707
2021,27303.1603979,26592.9865025
2022,28015.5603979,27119.7494456
2023,28443.0003979,27435.8072115
2024,28870.4403979,27751.8649774
2025,29297.8803979,28067.9227433
2026,29867.8003979,28489.3330978
2027,30366.4803979,28858.0671581
2028,30793.9203979,29174.124924
2029,31292.6003979,29542.8589842
2030,31648.8003979,29806.2404557
2031,32218.7203979,30227.6508103
2032,,
2033,,
2034,,
2035,,
2036,,
