year,Base case cost,Modeled residential energy efficiency
2017,194650.84749,183094.815653
2018,198884.400431,184047.069385
2019,215568.144572,196467.220134
2020,214591.173967,193033.288585
2021,219770.326083,196466.01738
2022,214117.03563,189278.450627
2023,216590.715723,190628.931009
2024,208863.353338,181790.685388
2025,211221.137466,183049.614087
2026,203893.383239,174435.518076
2027,206508.919429,175875.799226
2028,198028.233271,166330.675927
2029,189650.771222,156800.09983
2030,191325.851416,157531.98108
2031,182897.085523,147871.600308
2032,185422.68588,149175.77374
2033,176826.720177,139268.714149
2034,179494.176632,140634.792701
2035,169545.474918,129693.049742
2036,172039.087425,130904.038502
