year,population
2003,54.0
2004,53.0
2005,42.0
2006,37.0
2007,32.0
2008,29.0
2009,28.0
2010,31.0
2011,29.0
2012,28.0
2013,28.0
2014,28.0
2015,28.0
2016,28.0
2017,27.0
2018,27.0
2019,27.0
2020,26.0
2021,26.0
2022,25.0
2023,25.0
2024,24.0
2025,24.0
2026,23.0
2027,23.0
2028,22.0
2029,21.0
2030,21.0
2031,20.0
2032,20.0
2033,20.0
2034,19.0
2035,19.0
2036,18.0
2037,18.0
2038,18.0
2039,17.0
2040,17.0
