year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,4028794
2004,,0,0,0,0,0,6230881
2005,,0,0,0,0,0,6185476
2006,,0,0,0,0,0,6160191
2007,,0,0,0,0,0,6156549
2008,,0,0,0,0,0,5537487
2009,,0,0,0,0,0,5250044
2010,,0,0,0,0,0,4810545
2011,,0,0,0,0,0,4455160
2012,,0,0,0,0,0,4701112
2013,,0,0,110000,0,0,4318408
2014,start of forecast,0,0,139350,0,0,4503650
2015,,0,0,139350,0,0,4506650
2016,,0,0,139350,0,0,4510650
2017,,0,0,139350,0,0,4514650
2018,,0,0,139350,0,0,4517650
2019,,0,0,139350,0,0,4520650
2020,,0,0,139350,0,0,4523650
2021,,0,0,139350,0,0,4525650
2022,,0,0,139350,0,0,4528650
2023,,0,0,139350,0,0,4530650
2024,,0,0,139350,0,0,4531650
2025,,0,0,139350,0,0,4533650
2026,,0,0,139350,0,0,4533650
2027,,0,0,139350,0,0,4533650
2028,,0,0,139350,0,0,4534650
2029,,0,0,139350,0,0,4533650
2030,,0,0,139350,0,0,4533650
2031,,0,0,139350,0,0,4532650
2032,,0,0,139350,0,0,4532650
2033,,0,0,139350,0,0,4531650
2034,,0,0,139350,0,0,4529650
2035,,0,0,139350,0,0,4528650
2036,,0,0,139350,0,0,4526650
2037,,0,0,139350,0,0,4525650
2038,,0,0,139350,0,0,4523650
2039,,0,0,139350,0,0,4521650
2040,,0,0,139350,0,0,4519650
