year,Base case cost,Modeled diesel efficiency
2019,1067502.76949,1305346.56951
2020,1141709.09969,1364957.89688
2021,1193622.84443,1404487.19778
2022,1232762.53816,1432583.37378
2023,1260755.37637,1450721.48295
2024,1283496.39571,1464256.53768
2025,1310280.9584,1481634.85187
2026,1343053.58837,1504620.25318
2027,1370208.05321,1522657.79171
2028,1393612.27952,1537441.84298
2029,1424204.86259,1558912.93237
2030,1442932.07972,1569745.92744
2031,1475691.2608,1593480.37244
2032,1510328.97066,1619064.28873
2033,1544625.8277,1644476.73519
2034,1580429.97586,1671394.599
2035,1602528.9444,1685985.19361
2036,1638906.18111,1713684.92367
2037,1660665.56011,1728221.56293
2038,1697303.48971,1756407.07791
