year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,310812.23,7735.04,112753.46,158353.92
2018,311018.76,7739.06,112753.46,159602.98
2019,311225.3,7743.37,112753.46,159602.98
2020,311431.83,7748.51,112753.46,160852.04
2021,311569.52,7751.92,112753.46,160852.04
2022,311776.06,7756.18,112753.46,162101.1
2023,311913.75,7757.92,112753.46,162101.1
2024,311982.59,7760.65,112753.46,162101.1
2025,312120.29,7762.44,112753.46,163350.16
2026,312120.29,7763.02,112753.46,163350.16
2027,312120.29,7763.43,112753.46,163350.16
2028,312189.13,7763.97,112753.46,163350.16
2029,312120.29,7763.3,112753.46,163350.16
2030,312120.29,7763.02,112753.46,163350.16
2031,312051.44,7762.22,112753.46,163350.16
2032,312051.44,7760.96,112753.46,162101.1
2033,311982.59,7759.5,112753.46,162101.1
2034,311844.9,7757.77,112753.46,162101.1
2035,311776.06,7755.77,112753.46,162101.1
2036,311638.37,7753.05,112753.46,160852.04
2037,311569.52,7751.07,112753.46,160852.04
2038,311431.83,7748.7,112753.46,160852.04
2039,311294.14,7745.78,112753.46,159602.98
2040,311156.45,7742.69,112753.46,159602.98
