year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,112753.459361,83437.5599269
2018,112753.459361,83437.5599269
2019,112753.459361,83437.5599269
2020,112753.459361,83437.5599269
2021,112753.459361,83437.5599269
2022,112753.459361,83437.5599269
2023,112753.459361,83437.5599269
2024,112753.459361,83437.5599269
2025,112753.459361,83437.5599269
2026,112753.459361,83437.5599269
2027,112753.459361,83437.5599269
2028,112753.459361,83437.5599269
2029,112753.459361,83437.5599269
2030,112753.459361,83437.5599269
2031,112753.459361,83437.5599269
