year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,25490.57,371575.24,544657.91,25498.39,642155.92,306898.66
2018,28243.42,411489.96,605453.5,27479.81,691684.76,332560.83
2019,32130.87,467866.69,685255.0,30276.57,761640.74,366195.54
2020,33980.81,494476.51,728578.92,31610.82,794659.97,384358.98
2021,35274.84,513080.83,755119.5,32543.98,817745.44,395524.9
2022,36248.24,526949.51,780921.65,33247.76,834954.61,406252.45
2023,36939.06,536871.81,795186.55,33745.86,847266.87,412243.05
2024,37510.87,544990.06,806857.83,34159.57,857340.53,417144.45
2025,38171.54,554461.35,826796.44,34636.08,869093.13,425364.9
2026,38989.51,566300.46,843948.2,35224.28,883783.89,432555.08
2027,39666.98,576110.01,858159.67,35711.37,895956.23,438512.65
2028,40244.29,584453.77,870247.58,36126.66,906309.71,443580.02
2029,41009.35,595616.36,886419.25,36675.48,920161.0,450359.32
2030,41473.65,602381.57,896220.26,37008.69,928555.72,454468.0
2031,42292.18,614333.44,913535.37,37595.79,943386.39,461726.65
2032,43146.8,626849.07,924543.23,38208.29,958916.61,466566.94
2033,43999.97,639364.7,942536.45,38819.51,974446.84,474123.27
2034,44897.86,652556.86,961502.28,39462.56,990816.54,482088.05
2035,45444.66,660675.11,973173.56,39853.11,1000890.2,486989.46
2036,46351.36,674092.77,984816.22,40501.36,1017539.73,492160.86
2037,46889.84,682098.27,996236.72,40885.93,1027473.48,496965.59
2038,47805.33,695628.68,1015538.96,41540.86,1044262.91,505086.26
2039,48492.22,705889.25,1022176.89,42030.96,1056994.9,508201.31
2040,49502.61,720885.46,1043404.09,42753.2,1075603.19,517148.14
