year,Base case cost,Modeled water and wastewater efficiency
2017,50988.96404,58792.5580253
2018,55723.2351265,61526.5726286
2019,62407.4378364,65622.2652957
2020,65591.6310557,67309.0932688
2021,67818.8197134,68345.859901
2022,69495.997142,69013.9998516
2023,70684.9267281,69355.7515093
2024,71670.4329163,69568.1079688
2025,72807.6243675,69896.3472438
2026,74213.79719,70421.3409712
2027,75378.3580278,70789.6720674
2028,76370.9459728,71049.2904736
2029,77684.8297029,71541.1148646
2030,78482.3387302,71685.5097986
2031,79887.9718841,72260.120348
