year,Base case diesel consumed,Modeled wind power
2019,311225.297227,297592.297826
2020,311431.832975,297798.833574
2021,311569.523474,297936.524073
2022,311776.059222,298143.059821
2023,311913.74972,298280.75032
2024,311982.59497,298349.595569
2025,312120.285469,298487.286068
2026,312120.285469,298487.286068
2027,312120.285469,298487.286068
2028,312189.130718,298556.131317
2029,312120.285469,298487.286068
2030,312120.285469,298487.286068
2031,312051.440219,298418.440819
2032,312051.440219,298418.440819
2033,311982.59497,298349.595569
2034,311844.904471,298211.905071
2035,311776.059222,298143.059821
2036,311638.368723,298005.369322
2037,311569.523474,297936.524073
2038,311431.832975,297798.833574
