year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,726116.1,9499.99,77347.83,30236.46
2018,726257.81,9498.94,77347.83,30236.46
2019,726399.52,9498.08,77347.83,30236.46
2020,726541.23,9497.24,77347.83,29163.73
2021,726682.94,9496.48,77347.83,29163.73
2022,726824.65,9495.67,77347.83,29163.73
2023,726966.36,9494.84,77347.83,29163.73
2024,727108.07,9494.1,77347.83,28091.0
2025,727249.78,9493.4,77347.83,28091.0
2026,727320.63,9492.75,77347.83,28091.0
2027,727462.34,9492.05,77347.83,28091.0
2028,727604.05,9491.33,77347.83,28091.0
2029,727674.9,9490.6,77347.83,27018.27
2030,727745.76,9490.48,77347.83,27018.27
2031,727816.61,9490.06,77347.83,27018.27
2032,727958.32,,,27018.27
2033,728170.88,,,27018.27
2034,728312.59,,,25945.55
2035,728454.3,,,25945.55
2036,728596.01,,,25945.55
