year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,77347.8346275,57237.3976244
2018,77347.8346275,57237.3976244
2019,77347.8346275,57237.3976244
2020,77347.8346275,57237.3976244
2021,77347.8346275,57237.3976244
2022,77347.8346275,57237.3976244
2023,77347.8346275,57237.3976244
2024,77347.8346275,57237.3976244
2025,77347.8346275,57237.3976244
2026,77347.8346275,57237.3976244
2027,77347.8346275,57237.3976244
2028,77347.8346275,57237.3976244
2029,77347.8346275,57237.3976244
2030,77347.8346275,57237.3976244
2031,77347.8346275,57237.3976244
