year,Base case cost,Modeled water and wastewater efficiency
2017,189.930677067,4374.30819494
2018,5164.5930141,7849.20262935
2019,12346.8076477,12865.7620358
2020,15661.3192274,15181.0470724
2021,18054.6544071,16852.9252437
2022,19895.3043645,18138.8160502
2023,21183.4322484,19038.8318723
2024,22103.2758862,19681.5871254
2025,23390.9129689,20581.1893985
2026,24862.2925793,21609.0912384
2027,26149.3847133,22508.3078509
2028,27068.3307059,23150.4153025
2029,28538.8007273,24177.7061504
2030,29458.1780353,24819.8470693
2031,30928.7417587,25847.0598103
