year,Base case cost,Modeled biomass for heat (cordwood)
2017,271552.754645,316332.363783
2018,292436.714645,331774.282329
2019,322602.434645,354079.275786
2020,336525.074645,364373.88815
2021,346580.314645,371808.885969
2022,354315.114645,377528.11506
2023,359729.474645,381531.575424
2024,363596.874645,384391.18997
2025,369011.234645,388394.650333
2026,375199.074645,392970.033607
2027,380613.434645,396973.49397
2028,384480.834645,399833.108516
2029,390668.674645,404408.491789
2030,394536.074645,407268.106335
2031,400723.914645,411843.489608
2032,,
2033,,
2034,,
2035,,
2036,,
