year,Base case diesel consumed,Modeled residential ashp
2017,53818.4643879,23582.0076088
2018,53818.4643879,23582.0076088
2019,53818.4643879,23582.0076088
2020,51909.0955206,21672.6387415
2021,51909.0955206,21672.6387415
2022,51909.0955206,21672.6387415
2023,51909.0955206,21672.6387415
2024,49999.7266532,19763.2698742
2025,49999.7266532,19763.2698742
2026,49999.7266532,19763.2698742
2027,49999.7266532,19763.2698742
2028,49999.7266532,19763.2698742
2029,48090.3577859,17853.9010068
2030,48090.3577859,17853.9010068
2031,48090.3577859,17853.9010068
