year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,878649.72,152455.59,0.0,871761.22,146724.13
2018,0.0,945605.45,162747.69,0.0,872427.16,146848.04
2019,0.0,1034276.55,176377.76,0.0,873339.04,147012.15
2020,0.0,1075897.68,182775.55,0.0,873764.23,147089.18
2021,0.0,1104851.51,187226.19,0.0,874059.53,147142.76
2022,0.0,1126566.88,190564.17,0.0,874278.63,147182.95
2023,0.0,1141043.79,192789.49,0.0,874429.31,147209.74
2024,0.0,1151901.48,194458.47,0.0,874553.14,147229.84
2025,0.0,1166378.39,196683.79,0.0,874702.09,147256.63
2026,0.0,1184474.53,199465.44,0.0,874883.08,147290.12
2027,0.0,1198951.45,201690.76,0.0,875036.36,147316.91
2028,0.0,1211618.75,203637.91,0.0,875160.2,147340.36
2029,0.0,1227905.28,206141.4,0.0,875329.93,147370.5
2030,0.0,1236953.35,217179.83,0.0,875433.85,151370.68
2031,0.0,1255049.49,220090.79,0.0,875616.57,151405.08
2032,,,223001.75,,,151439.47
2033,,,225912.71,,,151473.87
2034,,,228823.66,,,151508.27
2035,,,230861.34,,,151532.34
2036,,,233772.3,,,151566.74
