year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,180961.426382,133911.455522
2018,180961.426382,133911.455522
2019,180961.426382,133911.455522
2020,180961.426382,133911.455522
2021,180961.426382,133911.455522
2022,180961.426382,133911.455522
2023,180961.426382,133911.455522
2024,180961.426382,133911.455522
2025,180961.426382,133911.455522
2026,180961.426382,133911.455522
2027,180961.426382,133911.455522
2028,180961.426382,133911.455522
2029,180961.426382,133911.455522
2030,180961.426382,133911.455522
2031,180961.426382,133911.455522
