year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,180961.0,133805.111298
2018,180961.0,133805.111298
2019,180961.0,133805.111298
2020,180961.0,133805.111298
2021,180961.0,133805.111298
2022,180961.0,133805.111298
2023,180961.0,133805.111298
2024,180961.0,133805.111298
2025,180961.0,133805.111298
2026,180961.0,133805.111298
2027,180961.0,133805.111298
2028,180961.0,133805.111298
2029,180961.0,133805.111298
2030,180961.0,133805.111298
2031,180961.0,133805.111298
2032,,
2033,,
2034,,
2035,,
2036,,
