year,Base case cost,Modeled non-residential energy efficiency
2017,1750410.93821,1715476.86399
2018,1818032.60626,1782925.38756
2019,1907615.58441,1872271.27711
2020,1949661.90972,1914207.05114
2021,1978911.03786,1943379.4013
2022,2000845.50251,1965256.90164
2023,2015473.09752,1979845.31962
2024,2026454.61855,1990794.64343
2025,2041080.48159,2005381.77975
2026,2059357.6145,2023611.85519
2027,2073987.80746,2038202.19565
2028,2086778.94275,2050961.13373
2029,2103235.20363,2067373.26415
2030,2112387.19281,2076498.23469
2031,2130666.05769,2094729.59178
