year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,297642.097665,220255.152272
2018,297642.097665,220255.152272
2019,297642.097665,220255.152272
2020,297642.097665,220255.152272
2021,297642.097665,220255.152272
2022,297642.097665,220255.152272
2023,297642.097665,220255.152272
2024,297642.097665,220255.152272
2025,297642.097665,220255.152272
2026,297642.097665,220255.152272
2027,297642.097665,220255.152272
2028,297642.097665,220255.152272
2029,297642.097665,220255.152272
2030,297642.097665,220255.152272
2031,297642.097665,220255.152272
