year,Base case diesel consumed,Modeled diesel efficiency
2019,57860.5290873,52600.4809885
2020,57860.5290873,52600.4809885
2021,57860.5290873,52600.4809885
2022,57860.5290873,52600.4809885
2023,57860.5290873,52600.4809885
2024,57860.5290873,52600.4809885
2025,57860.5290873,52600.4809885
2026,57860.5290873,52600.4809885
2027,57860.5290873,52600.4809885
2028,57860.5290873,52600.4809885
2029,57860.5290873,52600.4809885
2030,57860.5290873,52600.4809885
2031,57860.5290873,52600.4809885
2032,57860.5290873,52600.4809885
2033,57860.5290873,52600.4809885
2034,57941.4529042,52674.0480947
2035,57941.4529042,52674.0480947
2036,57941.4529042,52674.0480947
2037,57941.4529042,52674.0480947
2038,57941.4529042,52674.0480947
