year,Base case cost,Modeled diesel efficiency
2019,204727.4867,359555.390942
2020,216849.97316,366510.845034
2021,225317.36766,370238.761421
2022,231639.688888,372109.651395
2023,236014.509379,372300.945713
2024,239570.81507,371836.865693
2025,243917.410914,372177.881723
2026,249181.307828,373437.42739
2027,253542.015996,373958.528645
2028,257182.995631,373906.030764
2029,262079.972117,375074.156288
2030,265085.897165,374600.105213
2031,270476.804997,376369.377558
2032,275853.600505,378199.216287
2033,281315.069958,380177.7069
2034,287488.530837,382873.458114
2035,291049.810381,383262.854148
2036,296815.691548,385723.186539
2037,300376.971092,386244.52419
2038,306199.380506,388885.095124
