year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,205165.847172,151822.726907
2018,205165.847172,151822.726907
2019,205165.847172,151822.726907
2020,205165.847172,151822.726907
2021,205165.847172,151822.726907
2022,205165.847172,151822.726907
2023,205165.847172,151822.726907
2024,205165.847172,151822.726907
2025,205165.847172,151822.726907
2026,205165.847172,151822.726907
2027,205165.847172,151822.726907
2028,205165.847172,151822.726907
2029,205165.847172,151822.726907
2030,205165.847172,151822.726907
2031,205165.847172,151822.726907
