year,Base case cost,Modeled diesel efficiency
2019,673780.40208,893076.017306
2020,716803.211519,925612.309609
2021,745912.404699,945653.969696
2022,768685.177837,960085.745813
2023,784348.760255,968201.59185
2024,797492.601071,974170.289635
2025,815340.45875,984555.528494
2026,829775.994741,991975.533764
2027,844537.262559,999825.327801
2028,858772.866601,1007327.78182
2029,876471.71133,1018106.11309
2030,887218.615187,1022688.98707
2031,903572.599316,1032490.77795
2032,920169.946304,1042632.52968
2033,938504.529702,1054469.52661
2034,957750.413405,1067248.20038
2035,973917.944144,1077338.93981
2036,998967.096026,1095611.85721
2037,1011685.61344,1102780.55316
2038,1033787.4539,1118582.51759
