year,Base case cost,Modeled wind power
2019,673780.40208,909019.603212
2020,716803.211519,933761.79781
2021,745912.404699,948196.580558
2022,768685.177837,958187.695306
2023,784348.760255,962958.065683
2024,797492.601071,965953.57379
2025,815340.45875,972684.82861
2026,829775.994741,976170.843829
2027,844537.262559,980715.438026
2028,858772.866601,984893.710377
2029,876471.71133,992121.149553
2030,887218.615187,994257.651521
2031,903572.599316,999870.907947
2032,920169.946304,1006442.12894
2033,938504.529702,1014322.42926
2034,957750.413405,1023252.23696
2035,973917.944144,1030378.02171
2036,998967.096026,1045377.86988
2037,1011685.61344,1049884.84231
2038,1033787.4539,1062191.79299
