year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45140.8285537,33404.2131297
2018,45140.8285537,33404.2131297
2019,45140.8285537,33404.2131297
2020,45140.8285537,33404.2131297
2021,45140.8285537,33404.2131297
2022,45140.8285537,33404.2131297
2023,45140.8285537,33404.2131297
2024,45140.8285537,33404.2131297
2025,45140.8285537,33404.2131297
2026,45140.8285537,33404.2131297
2027,45140.8285537,33404.2131297
2028,45140.8285537,33404.2131297
2029,45140.8285537,33404.2131297
2030,45140.8285537,33404.2131297
2031,45140.8285537,33404.2131297
