year,Base case cost,Modeled transmission and interties
2021,206884.436309,
2022,212056.547217,
2023,215637.239384,
2024,218422.222181,
2025,221605.059662,
2026,225981.4612,
2027,228625.088567,
2028,231800.437019,
2029,235372.704028,
2030,237754.215367,
2031,242120.319489,
2032,246089.505054,
2033,250455.609176,
2034,254821.713298,
2035,257600.143194,
2036,261966.247316,
2037,264744.677212,
2038,268476.086095,
2039,271643.945518,
2040,276791.71708,
