year,Base case cost,Modeled non-residential energy efficiency
2017,371112.302573,386585.336105
2018,396532.729282,408840.75191
2019,431078.437374,439518.556316
2020,446721.776887,452830.921354
2021,457802.475709,461970.69328
2022,466275.951279,468736.385921
2023,472142.203596,473127.419661
2024,476704.844288,476342.633374
2025,481919.290792,480180.581654
2026,489089.154736,485840.129595
2027,494303.60124,489722.535308
2028,499518.047745,493626.39135
2029,505384.300062,498150.897426
2030,509295.134941,500896.752766
2031,516464.998884,506661.097552
