year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,6299.55,406300.0,406300.0
2004,,6299.55,412394.0,412394.0
2005,,6299.55,45100.0,45100.0
2006,,6299.55,0.0,0.0
2007,,6299.55,0.0,0.0
2008,,6299.55,0.0,0.0
2009,,6299.55,100325.0,100325.0
2010,,6299.55,382809.0,382809.0
2011,,6299.55,416330.0,416330.0
2012,,6299.55,433601.0,433601.0
2013,,6299.55,426900.0,426900.0
2014,,6299.55,437054.0,437054.0
2015,,6299.55,434207.0,434207.0
2016,start of forecast,6299.55,426000.0,426000.0
2017,,6299.55,426000.0,426000.0
2018,,6299.55,426000.0,426000.0
2019,,6299.55,426000.0,426000.0
2020,,6299.55,425000.0,425000.0
2021,,6299.55,425000.0,425000.0
2022,,6299.55,425000.0,425000.0
2023,,6299.55,425000.0,425000.0
2024,,6299.55,425000.0,425000.0
2025,,6299.55,425000.0,425000.0
2026,,6299.55,425000.0,425000.0
2027,,6299.55,424000.0,424000.0
2028,,6299.55,424000.0,424000.0
2029,,6299.55,424000.0,424000.0
2030,,6299.55,424000.0,424000.0
2031,,6299.55,424000.0,424000.0
2032,,6299.55,424000.0,424000.0
2033,,6299.55,424000.0,424000.0
2034,,6299.55,424000.0,424000.0
2035,,6299.55,424000.0,424000.0
2036,,6299.55,424000.0,424000.0
2037,,6299.55,424000.0,424000.0
2038,,6299.55,423000.0,423000.0
2039,,6299.55,423000.0,423000.0
2040,,6299.55,423000.0,423000.0
