year,Base case cost,Modeled water and wastewater efficiency
2017,2062.9303598,3605.87923375
2018,2148.59856831,3609.33555558
2019,2271.96816119,3638.61133852
2020,2301.81490902,3607.6956486
2021,2290.91047546,3551.09536417
2022,2269.53727551,3488.78453221
2023,2225.35561092,3412.53678486
2024,2172.52051271,3331.52193233
2025,2122.83816193,3253.73092648
2026,2078.62265168,3180.53286085
2027,2026.23673628,3102.92319117
2028,1971.17487319,3024.5944283
2029,1905.15499006,2939.75510602
2030,1837.13452748,2854.67534309
2031,1778.16698345,2776.46491463
