year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,32154.8597226,23794.5961947
2018,32154.8597226,23794.5961947
2019,32154.8597226,23794.5961947
2020,32154.8597226,23794.5961947
2021,32154.8597226,23794.5961947
2022,32154.8597226,23794.5961947
2023,32154.8597226,23794.5961947
2024,32154.8597226,23794.5961947
2025,32154.8597226,23794.5961947
2026,32154.8597226,23794.5961947
2027,32154.8597226,23794.5961947
2028,32154.8597226,23794.5961947
2029,32154.8597226,23794.5961947
2030,32154.8597226,23794.5961947
2031,32154.8597226,23794.5961947
