year,Base case cost,Modeled non-residential energy efficiency
2017,362789.056943,315379.687222
2018,374103.719614,325475.039523
2019,389608.998088,339520.007526
2020,397571.168115,346490.467738
2021,402599.90708,350716.923542
2022,406790.522884,354167.635811
2023,409304.892366,356054.914552
2024,411819.261849,357953.325412
2025,414333.631331,359862.607486
2026,417686.123974,362569.922389
2027,420619.555037,364893.896679
2028,423133.924519,366834.287372
2029,426067.355582,369178.273576
2030,428162.663484,370744.49895
2031,431515.156127,373501.278208
