year,Base case cost,Modeled biomass for heat (cordwood)
2017,161460.856537,181337.912883
2018,176555.993493,193820.952661
2019,197238.725328,211061.87606
2020,202638.972582,214536.555005
2021,209142.821857,219709.189248
2022,209043.113991,218453.482207
2023,212184.623266,220781.610919
2024,209643.002839,217433.890447
2025,212693.399553,219685.297001
2026,210906.751687,216939.020541
2027,214372.688401,219535.900012
2028,211278.107974,215662.674778
2029,208484.094987,212012.692542
2030,210795.049141,213641.573975
2031,208191.546153,210110.792585
2032,211819.035428,212817.025763
2033,209339.812682,209338.637239
2034,213302.194518,212307.596615
2035,215920.083793,214189.044656
2036,212968.228487,210254.852851
