year,Base case cost,Modeled wind power
2019,84477.0825949,
2020,89856.5870585,
2021,93576.1471726,
2022,96297.5001691,
2023,97471.3279042,
2024,98867.6060741,
2025,99988.6218355,
2026,102274.28245,
2027,103603.345381,
2028,104913.203957,
2029,106815.984163,
2030,107757.772089,
2031,109925.806035,
2032,111762.971365,
2033,114178.261369,
2034,116268.677717,
2035,117436.104001,
2036,119796.181488,
2037,120629.53843,
2038,122917.193096,
